sector,age,gender,origin_region,italian_region,years_in_italy,italian_language_level,weekly_work_hours,knows_stp_rights,has_used_stp,er_only_healthcare,workplace_injury_12m,unmet_healthcare_need,fear_of_deportation
Hospitality,32,Male,South Asia,Emilia-Romagna,1.3,None,61,0,0,0,1,1,1
Logistics,33,Male,Sub-Saharan Africa,Piemonte,8.3,Basic,55,1,0,1,0,1,1
Hospitality,21,Male,Middle East,Lazio,5.8,Basic,51,0,0,1,1,0,1
Hospitality,27,Male,Eastern Europe,Toscana,1.8,Intermediate,44,0,0,1,1,1,1
Hospitality,28,Male,Sub-Saharan Africa,Lombardia,5.3,Intermediate,63,0,0,1,0,0,0
Gig Economy,29,Male,South Asia,Lazio,0.5,Basic,44,0,0,1,0,1,0
Hospitality,42,Male,South Asia,Lombardia,6.2,Intermediate,46,1,0,1,0,0,1
Logistics,36,Male,Sub-Saharan Africa,Piemonte,3.0,Fluent,59,1,0,1,0,0,1
Gig Economy,23,Female,Southeast Asia,Lazio,1.4,Fluent,43,1,1,0,0,1,1
Agriculture,33,Female,North Africa,Toscana,4.3,Basic,55,0,0,1,1,1,1
Hospitality,35,Female,Eastern Europe,Puglia,4.1,Basic,57,0,0,1,0,0,0
Construction,41,Female,Southeast Asia,Veneto,0.9,Basic,52,0,0,1,0,1,1
Agriculture,44,Male,North Africa,Veneto,0.5,None,78,0,0,1,0,1,0
Hospitality,23,Female,Sub-Saharan Africa,Campania,2.3,Basic,54,1,1,0,0,1,1
Domestic Work,25,Male,North Africa,Lazio,3.4,Intermediate,52,1,1,1,0,0,1
Domestic Work,21,Female,Southeast Asia,Veneto,8.4,Intermediate,32,0,0,0,1,1,0
Hospitality,30,Male,Latin America,Emilia-Romagna,10.5,Intermediate,48,0,0,1,1,1,0
Logistics,35,Male,South Asia,Calabria,3.0,Intermediate,49,0,0,1,0,0,0
Construction,39,Female,Eastern Europe,Puglia,5.6,Fluent,47,0,0,1,0,0,1
Agriculture,31,Male,North Africa,Sicilia,2.3,None,63,0,0,1,0,1,1
Hospitality,29,Male,Southeast Asia,Sicilia,5.5,Intermediate,63,0,0,1,0,1,1
Hospitality,33,Female,South Asia,Campania,0.9,None,57,0,0,1,0,1,1
Logistics,25,Male,North Africa,Emilia-Romagna,1.9,None,56,0,0,1,0,1,1
Gig Economy,48,Male,Southeast Asia,Sicilia,4.0,Intermediate,44,1,0,1,0,0,1
Agriculture,19,Female,North Africa,Campania,0.5,None,68,0,0,0,0,0,1
Logistics,33,Male,North Africa,Calabria,5.1,None,74,0,0,1,0,0,1
Gig Economy,48,Male,South Asia,Campania,7.2,Basic,51,0,0,1,0,0,1
Agriculture,32,Male,Sub-Saharan Africa,Emilia-Romagna,2.0,Basic,67,0,0,1,0,0,1
Hospitality,30,Male,Sub-Saharan Africa,Toscana,2.4,Intermediate,57,0,0,1,0,1,0
Logistics,29,Female,Middle East,Puglia,7.6,Basic,64,1,1,1,0,0,1
Agriculture,30,Male,Sub-Saharan Africa,Lazio,6.0,Intermediate,50,1,1,0,0,0,1
Domestic Work,42,Male,North Africa,Toscana,1.4,None,44,0,0,1,0,1,0
Gig Economy,18,Male,Eastern Europe,Veneto,1.6,Basic,53,0,0,0,0,1,0
Gig Economy,44,Male,South Asia,Lazio,4.5,Basic,59,0,0,1,0,0,1
Hospitality,20,Female,North Africa,Piemonte,3.3,Intermediate,48,1,0,0,1,0,0
Gig Economy,29,Male,Eastern Europe,Veneto,0.7,Fluent,33,1,1,1,0,1,1
Gig Economy,28,Male,Southeast Asia,Emilia-Romagna,1.5,Fluent,46,0,0,1,0,1,1
Hospitality,36,Male,Eastern Europe,Lazio,9.2,None,63,0,0,1,0,1,1
Logistics,19,Female,Eastern Europe,Veneto,4.7,Fluent,45,1,0,1,0,1,1
Logistics,35,Female,South Asia,Emilia-Romagna,17.1,None,48,0,0,1,0,0,0
Hospitality,48,Male,Middle East,Campania,5.8,Fluent,56,1,0,1,0,0,0
Logistics,21,Male,South Asia,Lombardia,11.4,Basic,57,1,1,1,0,1,0
Hospitality,33,Male,Latin America,Calabria,1.0,Basic,59,0,0,1,0,0,1
Logistics,26,Female,Sub-Saharan Africa,Veneto,5.9,None,48,0,0,1,1,1,1
Hospitality,35,Male,Middle East,Toscana,0.5,None,52,0,0,1,0,1,1
Domestic Work,32,Female,Eastern Europe,Campania,4.4,Intermediate,57,1,1,0,0,0,0
Gig Economy,26,Female,Latin America,Campania,2.5,Fluent,40,1,1,0,0,0,0
Agriculture,35,Female,Sub-Saharan Africa,Campania,1.7,Basic,71,0,0,1,1,1,1
Construction,46,Female,North Africa,Campania,7.9,Intermediate,46,0,0,1,1,0,0
Gig Economy,30,Male,Eastern Europe,Veneto,7.7,Fluent,56,0,0,1,0,1,1
Hospitality,37,Male,Latin America,Veneto,0.5,None,52,0,0,1,0,0,1
Gig Economy,21,Male,South Asia,Veneto,3.8,None,40,0,0,1,0,1,0
Gig Economy,24,Female,Middle East,Lombardia,1.8,None,46,1,1,1,0,0,0
Agriculture,35,Female,Southeast Asia,Veneto,2.1,Basic,64,0,0,1,0,1,1
Gig Economy,43,Female,Sub-Saharan Africa,Lombardia,7.1,Basic,49,1,0,1,0,0,1
Hospitality,34,Male,Latin America,Lombardia,1.5,None,63,0,0,1,1,0,1
Logistics,29,Male,North Africa,Puglia,11.5,Basic,69,1,1,0,0,1,1
Logistics,31,Female,North Africa,Emilia-Romagna,0.8,None,48,0,0,1,0,0,1
Agriculture,21,Male,Sub-Saharan Africa,Emilia-Romagna,4.3,Fluent,49,0,0,1,0,0,1
Gig Economy,36,Male,North Africa,Campania,4.5,None,39,0,0,1,0,1,1
Logistics,39,Male,Eastern Europe,Puglia,1.2,Basic,50,0,0,0,0,0,1
Domestic Work,28,Male,North Africa,Emilia-Romagna,1.6,Basic,56,0,0,1,0,1,1
Agriculture,28,Male,Eastern Europe,Piemonte,7.2,Intermediate,64,0,0,1,1,1,1
Hospitality,34,Male,Eastern Europe,Campania,5.7,None,50,1,1,0,0,1,1
Hospitality,28,Male,Eastern Europe,Calabria,1.6,Basic,54,1,1,1,1,1,1
Hospitality,31,Female,South Asia,Sicilia,3.1,None,66,1,0,1,0,1,1
Hospitality,48,Male,Southeast Asia,Sicilia,0.5,None,70,0,0,1,0,0,1
Hospitality,30,Male,North Africa,Lombardia,0.9,None,57,1,1,1,0,1,1
Hospitality,29,Male,Sub-Saharan Africa,Lazio,2.7,Basic,33,1,0,1,0,0,1
Logistics,26,Female,Sub-Saharan Africa,Lazio,0.5,Basic,60,0,0,0,0,1,1
Hospitality,37,Male,North Africa,Lazio,7.4,Intermediate,62,0,0,1,0,1,1
Domestic Work,30,Male,Southeast Asia,Sicilia,5.1,Basic,49,0,0,1,0,1,1
Hospitality,26,Male,Sub-Saharan Africa,Lombardia,11.5,Intermediate,60,0,0,1,1,0,0
Gig Economy,42,Male,Eastern Europe,Lombardia,4.7,Intermediate,52,0,0,0,0,0,1
Gig Economy,43,Male,South Asia,Lazio,11.3,Basic,40,0,0,1,0,0,0
Domestic Work,27,Female,North Africa,Lombardia,3.2,Intermediate,40,1,0,0,0,0,0
Hospitality,18,Female,Middle East,Lazio,3.7,Intermediate,52,0,0,1,0,0,1
Logistics,40,Male,Latin America,Piemonte,15.1,Intermediate,66,0,0,1,0,0,1
Domestic Work,26,Male,Sub-Saharan Africa,Veneto,4.1,Basic,41,1,0,1,0,1,1
Domestic Work,38,Female,North Africa,Lombardia,0.5,None,51,1,0,1,0,0,1
Construction,18,Male,Sub-Saharan Africa,Campania,5.1,None,57,1,1,0,0,1,1
Logistics,39,Female,North Africa,Campania,9.4,None,70,0,0,1,0,1,1
Hospitality,22,Male,Latin America,Lombardia,6.4,Basic,54,0,0,1,0,1,0
Agriculture,37,Female,Latin America,Toscana,3.5,Basic,45,0,0,1,1,1,1
Domestic Work,32,Female,Sub-Saharan Africa,Toscana,4.5,Intermediate,53,0,0,1,0,1,1
Gig Economy,24,Female,Southeast Asia,Toscana,18.5,Fluent,67,0,0,0,0,0,0
Gig Economy,28,Female,North Africa,Toscana,0.5,None,55,0,0,1,0,0,1
Logistics,37,Male,Sub-Saharan Africa,Lombardia,4.4,Fluent,51,1,1,1,0,1,1
Construction,32,Female,North Africa,Puglia,1.3,Fluent,46,0,0,0,0,1,1
Hospitality,36,Male,Eastern Europe,Piemonte,4.1,Fluent,47,0,0,1,0,1,1
Logistics,47,Male,North Africa,Puglia,3.7,Intermediate,74,0,0,1,0,0,0
Gig Economy,19,Female,North Africa,Lombardia,0.7,None,47,0,0,1,1,1,1
Gig Economy,44,Female,North Africa,Puglia,0.9,None,44,0,0,1,0,1,1
Hospitality,32,Female,South Asia,Piemonte,3.9,Intermediate,53,0,0,1,0,0,1
Hospitality,24,Male,Latin America,Sicilia,0.5,Basic,52,0,0,1,0,0,1
Agriculture,21,Female,North Africa,Lombardia,1.2,Intermediate,72,0,0,1,0,0,1
Logistics,30,Female,South Asia,Toscana,7.2,Fluent,49,0,0,1,0,0,0
Gig Economy,39,Male,Latin America,Puglia,1.6,Basic,59,0,0,1,0,1,0
Hospitality,30,Male,Middle East,Toscana,2.7,Basic,55,0,0,0,0,1,1
Gig Economy,44,Male,Middle East,Emilia-Romagna,11.3,Basic,59,1,0,1,0,1,1
Gig Economy,20,Male,Sub-Saharan Africa,Puglia,1.0,None,62,0,0,1,0,1,1
Hospitality,31,Female,South Asia,Campania,2.0,Basic,55,0,0,1,1,1,1
Logistics,21,Female,North Africa,Emilia-Romagna,3.7,Intermediate,55,0,0,1,0,1,1
Hospitality,34,Female,South Asia,Veneto,5.6,Intermediate,55,0,0,1,0,0,1
Hospitality,39,Female,Middle East,Puglia,9.3,Intermediate,54,0,0,1,0,1,1
Domestic Work,28,Male,Sub-Saharan Africa,Lombardia,9.9,Fluent,34,1,1,0,0,0,1
Logistics,18,Female,Sub-Saharan Africa,Veneto,6.0,Intermediate,70,0,0,1,1,1,0
Construction,33,Male,North Africa,Toscana,1.0,Intermediate,56,0,0,0,0,1,1
Logistics,35,Female,Sub-Saharan Africa,Piemonte,0.5,None,48,0,0,1,1,1,1
Agriculture,35,Male,Latin America,Emilia-Romagna,1.9,Intermediate,43,1,0,1,1,0,1
Construction,41,Female,North Africa,Puglia,0.6,Basic,36,0,0,1,0,1,0
Gig Economy,23,Male,South Asia,Puglia,5.0,Basic,56,0,0,0,0,1,1
Gig Economy,37,Male,Sub-Saharan Africa,Lombardia,4.3,Basic,45,0,0,1,0,1,0
Gig Economy,41,Female,North Africa,Campania,0.5,Intermediate,46,0,0,1,0,1,1
Logistics,18,Male,South Asia,Lombardia,7.2,None,61,0,0,1,0,1,1
Domestic Work,34,Male,Eastern Europe,Lazio,1.1,Basic,43,0,0,1,0,0,1
Construction,27,Male,North Africa,Veneto,2.3,Basic,59,0,0,1,0,1,0
Domestic Work,31,Female,Eastern Europe,Puglia,4.4,Intermediate,48,1,0,1,0,1,1
Hospitality,34,Male,Middle East,Sicilia,2.2,Intermediate,54,0,0,1,0,0,1
Agriculture,28,Male,Southeast Asia,Lombardia,2.3,Basic,47,0,0,1,0,0,1
Domestic Work,26,Male,Middle East,Lombardia,0.5,None,41,0,0,1,0,1,1
Hospitality,32,Male,Sub-Saharan Africa,Emilia-Romagna,2.1,Fluent,59,0,0,1,1,0,0
Hospitality,23,Male,South Asia,Veneto,5.8,Intermediate,49,1,0,1,0,0,0
Agriculture,23,Male,Sub-Saharan Africa,Lazio,9.9,Fluent,69,0,0,1,0,1,0
Gig Economy,37,Male,Southeast Asia,Sicilia,2.1,Basic,68,1,0,1,0,1,1
Construction,22,Male,Middle East,Puglia,2.2,None,60,0,0,1,0,0,1
Hospitality,37,Male,Southeast Asia,Campania,4.9,Basic,66,0,0,1,1,1,1
Construction,35,Female,South Asia,Sicilia,11.4,Intermediate,60,1,0,1,0,0,1
Hospitality,18,Male,Middle East,Campania,1.2,None,50,0,0,1,0,1,1
Hospitality,26,Male,North Africa,Toscana,2.3,None,56,0,0,1,0,0,0
Hospitality,41,Female,South Asia,Veneto,6.4,None,71,0,0,1,1,0,1
Construction,24,Male,North Africa,Lombardia,3.8,Basic,50,0,0,1,0,1,1
Agriculture,28,Female,South Asia,Puglia,0.5,Basic,51,0,0,0,1,0,0
Gig Economy,35,Male,North Africa,Campania,4.0,None,40,0,0,1,1,1,1
Logistics,38,Male,Sub-Saharan Africa,Toscana,0.8,Basic,56,0,0,1,0,0,1
Domestic Work,29,Male,North Africa,Campania,2.9,Fluent,39,1,0,1,1,0,1
Logistics,27,Female,Eastern Europe,Lombardia,3.0,Basic,71,0,0,1,0,1,1
Construction,43,Female,Southeast Asia,Lombardia,8.4,Intermediate,56,0,0,1,0,0,1
Gig Economy,45,Male,Eastern Europe,Veneto,2.5,Fluent,57,1,0,1,0,1,1
Logistics,39,Male,North Africa,Toscana,1.3,Fluent,55,1,0,1,1,0,1
Gig Economy,32,Female,Latin America,Lazio,1.1,None,40,0,0,1,0,0,0
Logistics,25,Male,Southeast Asia,Toscana,8.3,Basic,47,0,0,1,0,1,1
Agriculture,25,Male,South Asia,Toscana,0.8,None,52,0,0,1,0,0,1
Gig Economy,36,Female,North Africa,Toscana,2.2,Intermediate,52,0,0,1,1,0,0
Hospitality,35,Female,Sub-Saharan Africa,Veneto,0.8,Basic,59,0,0,1,0,1,1
Domestic Work,43,Male,South Asia,Puglia,5.9,Intermediate,52,1,0,0,0,1,1
Logistics,37,Female,Eastern Europe,Veneto,2.6,Basic,46,0,0,0,0,0,0
Gig Economy,19,Female,Southeast Asia,Campania,1.7,None,49,0,0,1,0,1,1
Domestic Work,40,Male,South Asia,Lombardia,1.8,Basic,39,1,0,1,0,1,1
Agriculture,24,Male,Latin America,Lazio,7.6,Intermediate,63,1,0,1,0,1,1
Hospitality,28,Male,Southeast Asia,Lombardia,3.2,Intermediate,58,0,0,1,0,1,1
Domestic Work,34,Female,Southeast Asia,Emilia-Romagna,5.1,Basic,38,0,0,1,0,0,1
Agriculture,47,Female,Sub-Saharan Africa,Lazio,9.1,Intermediate,67,0,0,1,0,1,1
Logistics,56,Male,Southeast Asia,Lazio,9.3,Basic,76,0,0,1,0,0,0
Hospitality,36,Female,Sub-Saharan Africa,Piemonte,1.6,None,61,0,0,1,0,1,1
Construction,30,Male,North Africa,Lazio,12.2,Basic,53,1,0,1,0,1,0
Agriculture,36,Male,South Asia,Lazio,0.5,None,57,0,0,1,0,1,1
Gig Economy,39,Male,South Asia,Lombardia,1.9,Basic,48,1,0,1,0,1,1
Domestic Work,29,Male,Eastern Europe,Piemonte,9.0,None,41,1,1,1,0,1,0
Construction,46,Female,North Africa,Lombardia,1.3,None,57,0,0,1,0,0,1
Hospitality,33,Male,Sub-Saharan Africa,Campania,1.3,Intermediate,45,1,0,1,0,1,1
Logistics,35,Female,Sub-Saharan Africa,Veneto,1.4,Basic,42,0,0,1,0,0,1
Hospitality,37,Male,Eastern Europe,Toscana,3.8,Intermediate,56,1,0,1,0,0,1
Agriculture,35,Male,South Asia,Emilia-Romagna,2.3,Intermediate,60,0,0,1,1,1,1
Hospitality,38,Female,Latin America,Piemonte,5.2,Intermediate,50,1,1,1,1,1,1
Gig Economy,27,Male,South Asia,Lombardia,9.0,Fluent,39,0,0,1,0,0,1
Construction,27,Male,Sub-Saharan Africa,Lazio,4.5,None,57,0,0,1,0,1,1
Domestic Work,23,Male,Sub-Saharan Africa,Lazio,0.9,Basic,40,0,0,1,0,1,1
Logistics,35,Female,North Africa,Lombardia,10.8,Fluent,56,0,0,1,0,1,1
Construction,38,Male,Sub-Saharan Africa,Lazio,1.2,Intermediate,69,0,0,1,0,1,1
Hospitality,35,Male,Sub-Saharan Africa,Lazio,0.6,None,60,0,0,1,0,1,1
Construction,45,Male,Middle East,Veneto,0.5,None,44,0,0,1,0,1,1
Hospitality,31,Male,Eastern Europe,Emilia-Romagna,3.3,Basic,44,0,0,0,0,1,1
Logistics,37,Female,South Asia,Campania,0.5,Basic,59,0,0,1,0,0,1
Construction,23,Male,North Africa,Toscana,0.6,Basic,43,0,0,0,0,1,1
Hospitality,28,Male,Southeast Asia,Lazio,1.4,Basic,38,0,0,1,1,1,1
Hospitality,37,Male,Sub-Saharan Africa,Lazio,1.3,Basic,59,0,0,0,1,1,1
Agriculture,38,Male,South Asia,Veneto,3.7,Intermediate,62,0,0,1,0,0,0
Agriculture,29,Female,Latin America,Lombardia,6.8,Intermediate,63,0,0,0,1,1,1
Agriculture,31,Male,Eastern Europe,Lombardia,5.7,Fluent,62,0,0,1,0,0,0
Agriculture,19,Female,North Africa,Campania,1.2,Intermediate,59,0,0,1,1,1,0
Gig Economy,29,Male,South Asia,Puglia,1.1,None,44,0,0,1,0,1,1
Logistics,39,Male,South Asia,Toscana,13.5,Intermediate,62,0,0,0,0,0,0
Logistics,36,Female,Eastern Europe,Lombardia,0.5,None,70,0,0,1,0,1,1
Hospitality,36,Male,Sub-Saharan Africa,Sicilia,8.5,Intermediate,50,0,0,1,0,0,1
Domestic Work,32,Female,North Africa,Toscana,0.9,Intermediate,39,0,0,1,0,0,1
Gig Economy,32,Female,North Africa,Emilia-Romagna,11.8,Fluent,40,1,1,0,0,0,0
Gig Economy,26,Male,Sub-Saharan Africa,Sicilia,1.7,Basic,43,0,0,1,0,1,0
Gig Economy,37,Male,Middle East,Campania,2.3,None,51,0,0,1,0,0,1
Domestic Work,35,Female,Latin America,Lazio,4.9,Basic,30,0,0,0,0,0,0
Hospitality,35,Male,Eastern Europe,Veneto,3.5,Intermediate,58,0,0,0,1,1,1
Gig Economy,27,Male,South Asia,Veneto,1.5,None,55,0,0,1,0,1,1
Gig Economy,18,Male,South Asia,Veneto,3.2,Intermediate,35,0,0,1,0,1,0
Agriculture,40,Male,North Africa,Veneto,5.2,None,52,1,0,1,0,0,1
Hospitality,28,Female,South Asia,Puglia,0.5,None,55,0,0,1,0,0,1
Domestic Work,25,Male,Middle East,Puglia,0.5,None,46,0,0,1,0,0,1
Domestic Work,37,Male,South Asia,Sicilia,2.5,Fluent,52,1,0,0,0,0,0
Gig Economy,28,Male,North Africa,Piemonte,0.6,Basic,48,0,0,1,0,1,1
Agriculture,40,Male,Sub-Saharan Africa,Puglia,4.4,Basic,70,0,0,0,0,1,1
Domestic Work,36,Male,Eastern Europe,Lombardia,1.0,None,45,0,0,0,0,0,1
Agriculture,37,Female,South Asia,Lazio,2.3,Basic,52,0,0,1,0,0,0
Hospitality,21,Male,North Africa,Veneto,0.9,None,46,0,0,0,0,1,1
Gig Economy,41,Female,Sub-Saharan Africa,Sicilia,3.2,Intermediate,55,0,0,1,0,1,1
Agriculture,34,Female,Southeast Asia,Veneto,0.5,Basic,60,0,0,1,0,1,1
Gig Economy,29,Male,South Asia,Toscana,0.5,Basic,55,0,0,1,0,0,1
Agriculture,33,Male,Southeast Asia,Lombardia,0.5,Basic,64,0,0,1,0,1,1
Domestic Work,18,Male,Latin America,Lazio,12.3,Intermediate,31,0,0,1,0,1,1
Domestic Work,35,Male,Sub-Saharan Africa,Toscana,0.6,Intermediate,38,1,1,1,0,0,0
Gig Economy,23,Female,Latin America,Lombardia,4.9,Fluent,41,0,0,1,0,0,0
Hospitality,21,Female,South Asia,Campania,0.5,Basic,48,0,0,1,0,0,1
Domestic Work,19,Male,Middle East,Lazio,0.5,None,44,0,0,1,0,0,0
Construction,40,Male,North Africa,Lazio,2.8,Basic,62,0,0,1,0,1,0
Hospitality,26,Female,Sub-Saharan Africa,Toscana,2.5,None,64,0,0,1,0,1,1
Domestic Work,44,Female,Sub-Saharan Africa,Campania,12.1,Intermediate,45,0,0,1,1,1,1
Domestic Work,27,Male,South Asia,Veneto,11.6,Intermediate,45,0,0,1,0,1,1
Gig Economy,18,Male,Middle East,Lombardia,6.0,Basic,44,0,0,1,0,0,0
Gig Economy,23,Male,South Asia,Piemonte,3.7,Basic,50,0,0,1,0,1,1
Logistics,41,Female,Eastern Europe,Campania,2.4,Basic,59,0,0,1,0,1,1
Hospitality,30,Male,North Africa,Emilia-Romagna,1.8,Intermediate,61,1,1,0,0,0,1
Logistics,27,Male,Middle East,Toscana,11.8,Intermediate,64,0,0,1,0,1,1
Construction,33,Male,Sub-Saharan Africa,Lazio,3.7,Intermediate,36,0,0,1,0,0,0
Hospitality,36,Male,North Africa,Sicilia,3.5,Basic,53,0,0,1,0,1,0
Logistics,40,Male,North Africa,Emilia-Romagna,1.1,Basic,69,0,0,1,0,0,1
Logistics,43,Female,Eastern Europe,Campania,0.5,None,54,0,0,1,1,1,1
Gig Economy,29,Male,South Asia,Lombardia,11.6,Intermediate,59,0,0,1,0,1,1
Domestic Work,21,Male,Sub-Saharan Africa,Puglia,1.5,None,45,1,0,1,0,0,1
Logistics,28,Male,Sub-Saharan Africa,Piemonte,2.3,Basic,59,0,0,0,0,0,1
Logistics,34,Male,Eastern Europe,Lazio,0.5,None,48,0,0,1,0,1,1
Agriculture,24,Male,Sub-Saharan Africa,Lazio,7.3,Basic,51,0,0,0,0,0,0
Gig Economy,24,Male,North Africa,Piemonte,0.5,Intermediate,55,0,0,1,0,1,1
Hospitality,34,Male,Sub-Saharan Africa,Toscana,7.2,Basic,62,1,0,1,0,1,1
Gig Economy,31,Male,Southeast Asia,Piemonte,0.6,None,50,0,0,1,0,0,0
Hospitality,32,Male,Middle East,Campania,8.7,Intermediate,45,0,0,1,0,1,1
Hospitality,25,Male,North Africa,Toscana,5.2,Fluent,55,1,1,1,0,0,0
Gig Economy,30,Female,Sub-Saharan Africa,Campania,0.7,None,60,0,0,1,0,1,1
Gig Economy,24,Female,Sub-Saharan Africa,Lazio,3.3,Intermediate,63,1,1,1,0,0,0
Domestic Work,39,Male,South Asia,Emilia-Romagna,1.5,Intermediate,45,0,0,1,0,1,1
Logistics,40,Male,Sub-Saharan Africa,Calabria,0.8,None,44,0,0,1,0,1,1
Gig Economy,18,Female,Eastern Europe,Lazio,7.8,Intermediate,56,0,0,1,0,1,1
Agriculture,24,Male,North Africa,Campania,2.1,Basic,57,0,0,0,0,1,1
Hospitality,20,Female,Middle East,Toscana,2.0,Intermediate,62,1,1,1,0,0,0
Agriculture,26,Female,Sub-Saharan Africa,Veneto,0.7,None,62,0,0,1,0,1,1
Hospitality,31,Male,Eastern Europe,Sicilia,1.9,Basic,47,0,0,1,0,1,1
Domestic Work,20,Male,North Africa,Piemonte,8.2,Intermediate,48,0,0,1,1,1,1
Hospitality,24,Female,North Africa,Lombardia,1.8,Basic,65,0,0,1,0,1,1
Gig Economy,23,Male,Sub-Saharan Africa,Calabria,12.1,Intermediate,48,0,0,0,0,1,0
Hospitality,33,Male,North Africa,Piemonte,11.7,Intermediate,46,0,0,1,0,0,1
Domestic Work,32,Male,North Africa,Sicilia,0.6,None,35,0,0,0,0,0,1
Gig Economy,26,Male,Eastern Europe,Emilia-Romagna,0.8,None,43,0,0,1,0,1,1
Gig Economy,33,Female,Middle East,Sicilia,7.9,Intermediate,46,0,0,1,0,0,1
Hospitality,27,Female,Sub-Saharan Africa,Lombardia,2.0,Intermediate,61,1,1,1,1,1,1
Agriculture,29,Female,South Asia,Lazio,0.5,None,51,0,0,1,0,1,1
Hospitality,45,Male,North Africa,Sicilia,1.3,Intermediate,67,0,0,1,0,1,1
Domestic Work,42,Male,North Africa,Lazio,3.6,Intermediate,37,0,0,1,0,0,0
Hospitality,21,Male,South Asia,Lombardia,6.4,None,73,0,0,1,0,1,1
Hospitality,38,Male,Latin America,Piemonte,0.6,Basic,68,0,0,1,0,0,1
Hospitality,38,Male,Middle East,Sicilia,0.5,None,56,0,0,0,0,0,1
Gig Economy,22,Female,Middle East,Lombardia,10.2,Fluent,36,0,0,1,1,0,0
Gig Economy,38,Female,Sub-Saharan Africa,Sicilia,5.6,Fluent,49,1,1,0,0,0,1
Hospitality,44,Male,Southeast Asia,Toscana,3.6,Basic,51,0,0,1,0,1,1
Construction,23,Male,Eastern Europe,Veneto,5.9,Basic,44,0,0,1,0,0,0
Gig Economy,24,Male,North Africa,Sicilia,2.2,Basic,52,0,0,0,0,0,1
Gig Economy,40,Male,North Africa,Campania,5.7,Basic,43,1,0,1,0,0,1
Gig Economy,34,Female,Latin America,Lombardia,1.9,Basic,44,0,0,1,0,0,1
Gig Economy,36,Male,North Africa,Lazio,1.1,Basic,48,0,0,1,0,0,0
Gig Economy,34,Female,Sub-Saharan Africa,Veneto,5.2,Intermediate,45,1,1,1,0,1,1
Hospitality,35,Male,North Africa,Veneto,2.2,None,71,0,0,1,0,1,0
Hospitality,21,Male,North Africa,Piemonte,15.9,Fluent,50,1,0,0,0,0,1
Domestic Work,40,Female,Sub-Saharan Africa,Piemonte,1.7,Intermediate,51,1,1,1,0,1,1
Domestic Work,41,Male,Southeast Asia,Emilia-Romagna,10.2,Intermediate,49,0,0,1,0,0,1
Logistics,30,Male,Eastern Europe,Piemonte,10.8,Fluent,60,0,0,0,1,1,1
Logistics,31,Male,Eastern Europe,Lombardia,1.1,None,61,0,0,0,1,1,1
Agriculture,19,Male,South Asia,Lombardia,6.4,None,67,0,0,1,0,1,1
Gig Economy,36,Female,Eastern Europe,Sicilia,2.3,Basic,52,0,0,1,0,0,1
Hospitality,36,Male,South Asia,Lombardia,10.0,Intermediate,56,0,0,1,0,1,1
Hospitality,31,Female,South Asia,Lazio,2.4,Basic,55,1,0,1,0,1,0
Agriculture,40,Male,North Africa,Toscana,5.5,Fluent,58,0,0,1,1,0,0
Agriculture,29,Male,North Africa,Campania,2.5,Fluent,52,0,0,1,0,0,0
Hospitality,36,Female,North Africa,Sicilia,1.0,Basic,54,1,1,1,0,0,0
Hospitality,23,Male,South Asia,Lazio,0.9,Basic,56,0,0,1,0,1,1
Hospitality,31,Male,North Africa,Lombardia,2.2,None,58,0,0,1,0,0,0
Agriculture,30,Male,South Asia,Lazio,5.6,Basic,61,0,0,1,1,1,1
Hospitality,33,Male,Middle East,Emilia-Romagna,3.7,Intermediate,53,0,0,1,0,0,1
Hospitality,29,Male,North Africa,Campania,4.7,Basic,54,0,0,1,1,1,0
Construction,30,Female,Eastern Europe,Veneto,1.3,Basic,50,0,0,1,1,0,0
Hospitality,38,Male,Sub-Saharan Africa,Sicilia,2.6,Basic,57,0,0,0,1,0,1
Agriculture,28,Male,South Asia,Puglia,0.5,Basic,58,0,0,0,0,1,1
Hospitality,19,Female,Middle East,Lazio,6.8,Basic,56,0,0,1,0,1,1
Hospitality,45,Male,Sub-Saharan Africa,Campania,18.4,Intermediate,63,1,0,1,0,0,1
Hospitality,43,Female,North Africa,Veneto,2.1,None,49,0,0,0,0,0,0
Agriculture,21,Male,Eastern Europe,Puglia,0.5,None,64,0,0,1,0,1,1
Domestic Work,37,Male,South Asia,Calabria,0.7,None,48,1,0,0,0,0,1
Construction,27,Female,Latin America,Lazio,4.2,Basic,71,1,0,1,1,1,1
Logistics,34,Male,North Africa,Toscana,3.8,Fluent,56,1,1,0,0,1,0
Agriculture,34,Female,Sub-Saharan Africa,Campania,6.2,None,65,0,0,1,0,1,0
Hospitality,30,Male,South Asia,Lombardia,1.2,None,55,1,1,1,0,1,1
Logistics,25,Male,South Asia,Lombardia,5.8,Intermediate,46,0,0,1,0,1,1
Domestic Work,26,Male,Southeast Asia,Campania,4.7,Basic,43,0,0,1,0,0,0
Hospitality,24,Male,Eastern Europe,Veneto,1.6,None,62,0,0,1,0,1,1
Hospitality,25,Female,Sub-Saharan Africa,Lombardia,3.2,None,51,1,1,1,0,0,1
Hospitality,31,Male,South Asia,Toscana,0.6,Fluent,37,1,1,0,0,0,1
Hospitality,26,Female,Eastern Europe,Lazio,2.4,Basic,54,0,0,1,0,1,1
Hospitality,37,Female,North Africa,Veneto,8.5,Intermediate,46,0,0,1,0,0,0
